CASE#,DATE  OF OCCURRENCE,BLOCK,IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JF109001,12/02/2021 12:00:00 PM,081XX S BENNETT AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,414,8,5,,,,,
JE460822,11/29/2021 10:34:00 PM,062XX S WENTWORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,311,20,15,1176036,1863335,41.7803518,-87.63016699,"(41.780351797, -87.63016699)"
JF109580,12/16/2021 7:00:00 PM,057XX W 64TH PL,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,812,13,6,,,,,
JE459791,11/29/2021 12:07:00 AM,046XX N WESTERN AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1911,47,04B,1159536,1930648,41.96541944,-87.68880586,"(41.96541944, -87.688805858)"
JE409859,10/13/2021 12:00:00 AM,039XX W NORTH AVE,275,CRIMINAL SEXUAL ASSAULT,ATTEMPT AGGRAVATED - OTHER,APARTMENT,N,N,2535,26,2,1149644,1910342,41.90989651,-87.72570595,"(41.909896511, -87.725705945)"
JE460808,11/29/2021 8:00:00 PM,054XX N NEWLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1613,41,08B,1129266,1935855,41.98027887,-87.79998446,"(41.980278866, -87.799984459)"
JF108377,01/07/2022 10:00:00 PM,016XX N MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,N,N,1433,32,14,,,,,
JF111265,12/27/2021 3:00:00 PM,030XX W ADDISON ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1733,33,11,,,,,
JE460240,11/29/2021 12:50:00 PM,0000X S HOMAN AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,1124,28,04A,1153727,1899655,41.88049,-87.71099137,"(41.880490003, -87.710991365)"
JF111620,12/23/2021 4:09:00 PM,016XX W 21ST ST,331,ROBBERY,ATTEMPT AGGRAVATED,GROCERY FOOD STORE,N,N,1234,25,3,,,,,
JE429270,10/31/2021 3:15:00 PM,053XX W IOWA ST,820,THEFT,$500 AND UNDER,STREET,N,N,1524,37,6,1140404,1905478,41.89672373,-87.7597698,"(41.89672373, -87.759769798)"
JF111821,12/23/2021 3:00:00 PM,011XX N STATE ST,1120,DECEPTIVE PRACTICE,FORGERY,GOVERNMENT BUILDING / PROPERTY,N,N,1824,2,10,,,,,
JE428808,10/31/2021 9:50:00 AM,006XX W WAYMAN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1214,42,08B,1171576,1902339,41.8874812,-87.64537281,"(41.887481203, -87.645372811)"
JE428619,10/31/2021 4:25:00 AM,037XX N CLARK ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,1923,44,04A,1167756,1925080,41.94996698,-87.65874402,"(41.949966982, -87.658744017)"
JE483955,12/20/2021 3:40:00 PM,059XX S INDIANA AVE,810,THEFT,OVER $500,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",N,N,232,20,6,1178614,1865734,41.78687665,-87.62064278,"(41.786876654, -87.620642783)"
JF111395,12/25/2021 12:00:00 AM,014XX S PULASKI RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1011,24,11,,,,,
JF111306,12/23/2021 12:00:00 AM,019XX S WESTERN AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,N,N,1023,28,10,,,,,
JF112314,12/28/2021 9:00:00 AM,001XX S WHIPPLE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1124,28,11,,,,,
JE393070,09/21/2021 5:31:00 PM,082XX S LANGLEY AVE,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,631,6,17,1182331,1850478,41.74492731,-87.60748643,"(41.744927311, -87.607486427)"
JF110704,12/02/2021 8:00:00 AM,071XX S JEFFERY BLVD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,N,N,333,5,11,,,,,
JF111576,11/24/2021 9:00:00 AM,099XX S UNION AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,2232,34,11,,,,,
JF111274,10/10/2021 9:00:00 AM,044XX S ARTESIAN AVE,560,ASSAULT,SIMPLE,APARTMENT,N,Y,922,15,08A,,,,,
JE463428,12/02/2021 9:15:00 AM,001XX W DIVISION ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,BANK,Y,Y,1821,2,26,1175207,1908349,41.9038923,-87.63185836,"(41.903892302, -87.631858359)"
JF111623,12/30/2021 6:00:00 AM,054XX W ROOSEVELT RD,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER (SPECIFY),N,N,1522,29,7,,,,,
JF111811,12/06/2021 5:00:00 PM,001XX E 50TH ST,820,THEFT,$500 AND UNDER,STREET,N,N,224,3,6,,,,,
JF197109,12/15/2021 7:00:00 AM,083XX S KEDZIE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,834,18,11,,,,,
JF358833,08/05/2022 6:35:00 PM,026XX N HARTLAND CT,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1931,32,11,,,,,
JE475847,12/08/2021 8:52:00 AM,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,112,42,6,1176364,1900524,41.88239406,-87.6278448,"(41.882394062, -87.627844798)"
JE460759,11/29/2021 9:30:00 AM,083XX S DORCHESTER AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,412,8,08A,1186988,1850018,41.74355596,-87.59043726,"(41.743555961, -87.59043726)"
JE460000,11/29/2021 12:00:00 AM,0000X E MARQUETTE RD,560,ASSAULT,SIMPLE,APARTMENT,N,N,322,6,08A,1178020,1860611,41.77283211,-87.62297586,"(41.772832108, -87.622975859)"
JE477730,12/08/2021 9:49:00 PM,008XX S KEELER AVE,1751,OFFENSE INVOLVING CHILDREN,CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,1132,24,17,1148517,1895967,41.87047178,-87.73021729,"(41.870471784, -87.730217292)"
JF111818,12/15/2021 12:00:00 AM,072XX S LANGLEY AVE,810,THEFT,OVER $500,RESIDENCE,N,N,323,6,6,,,,,
JE460963,11/29/2021 11:00:00 PM,083XX S CREGIER AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,412,8,7,1189641,1850173,41.74391803,-87.58071167,"(41.743918034, -87.580711666)"
JE461293,11/29/2021 9:00:00 PM,001XX W KINZIE ST,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,1831,42,6,1175310,1902997,41.88920383,-87.6316408,"(41.889203826, -87.631640804)"
JE460525,11/29/2021 4:53:00 PM,085XX S WINCHESTER AVE,4389,OTHER OFFENSE,VIOLATION GPS MONITORING DEVICE,RESIDENCE,N,Y,614,21,26,1164840,1847951,41.73837985,-87.67164723,"(41.738379846, -87.671647227)"
JE461207,11/29/2021 2:30:00 PM,068XX S NORMAL BLVD,460,BATTERY,SIMPLE,SCHOOL - PUBLIC BUILDING,N,N,722,6,08B,1174130,1859520,41.76992556,-87.63726788,"(41.769925563, -87.637267875)"
JE460200,11/29/2021 12:20:00 PM,030XX W DEVON AVE,560,ASSAULT,SIMPLE,STREET,N,N,2413,50,08A,1154707,1942282,41.99744206,-87.70624791,"(41.997442055, -87.706247907)"
JE460825,11/29/2021 10:12:00 PM,085XX S LAFAYETTE AVE,1375,CRIMINAL DAMAGE,INSTITUTIONAL VANDALISM,SCHOOL - PRIVATE BUILDING,N,N,622,21,14,1177422,1848381,41.73928511,-87.6255368,"(41.73928511, -87.625536799)"
JE462986,11/29/2021 9:30:00 AM,011XX N LA SALLE DR,890,THEFT,FROM BUILDING,APARTMENT,N,N,1824,27,6,1174938,1907711,41.90214763,-87.63286559,"(41.90214763, -87.632865587)"
JE487173,12/23/2021 9:47:00 AM,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,112,42,6,1176364,1900524,41.88239406,-87.6278448,"(41.882394062, -87.627844798)"
JE461483,11/26/2021 12:16:00 PM,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,Y,N,112,42,6,1176364,1900524,41.88239406,-87.6278448,"(41.882394062, -87.627844798)"
JE460236,11/29/2021 1:03:00 PM,017XX N CICERO AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,2533,37,26,1144134,1911063,41.91198034,-87.7459295,"(41.911980339, -87.745929495)"
JE460457,11/29/2021 11:24:00 AM,032XX W DIVISION ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1422,26,11,1154551,1907799,41.90282149,-87.70774768,"(41.902821488, -87.707747675)"
JE459814,11/29/2021 12:30:00 AM,073XX S PHILLIPS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,334,7,08B,1193921,1856701,41.76172759,-87.564816,"(41.761727593, -87.564815996)"
JE460578,11/29/2021 6:50:00 AM,020XX W 21ST ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1234,25,7,1163171,1890073,41.85400296,-87.67658306,"(41.854002961, -87.676583063)"
JE460804,11/29/2021 10:17:00 PM,040XX W HARRISON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,VEHICLE NON-COMMERCIAL,Y,N,1132,24,15,1149650,1897057,41.87344095,-87.72602933,"(41.87344095, -87.726029327)"
JE460206,11/29/2021 10:30:00 AM,019XX E 74TH ST,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,333,7,04A,1190580,1856292,41.76068652,-87.57707407,"(41.760686518, -87.577074069)"
JE461430,11/29/2021 3:00:00 PM,017XX W RASCHER AVE,810,THEFT,OVER $500,RESIDENCE,N,N,2012,40,6,1163703,1936241,41.98067981,-87.67332632,"(41.980679813, -87.673326319)"
JE460867,11/29/2021 12:00:00 PM,063XX N CICERO AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1711,39,5,1143268,1941775,41.99627298,-87.7483408,"(41.996272975, -87.748340797)"
JE434059,10/31/2021 3:15:00 PM,002XX E 94TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,N,Y,633,9,14,1179392,1842698,41.72364557,-87.61849204,"(41.723645571, -87.618492036)"
JE431029,10/31/2021 8:30:00 PM,052XX W Byron St,890,THEFT,FROM BUILDING,RESIDENCE,N,N,1634,45,6,1140812,1925422,41.95144469,-87.7577796,"(41.951444688, -87.757779597)"
JE459953,11/29/2021 7:45:00 AM,051XX W 55TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,AIRPORT PARKING LOT,N,N,814,23,7,1142940,1867661,41.79290166,-87.75139653,"(41.79290166, -87.751396529)"
JE460245,11/29/2021 12:49:00 PM,011XX N LEAMINGTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1531,37,26,1141820,1907176,41.90135715,-87.75452692,"(41.901357145, -87.75452692)"
JF296871,12/11/2021 4:25:00 PM,007XX E 133rd Pl,820,THEFT,$500 AND UNDER,APARTMENT,N,N,533,9,6,,,,,
JE461722,11/29/2021 11:00:00 AM,099XX S WALLACE ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,OTHER (SPECIFY),N,N,2232,9,26,1174056,1838908,41.71336521,-87.63814949,"(41.713365206, -87.638149485)"
JE460931,11/29/2021 5:00:00 PM,027XX W BARRY AVE,810,THEFT,OVER $500,STREET,N,N,1411,33,6,1157395,1920484,41.93757272,-87.69695534,"(41.937572719, -87.696955343)"
JE460291,11/29/2021 1:50:00 PM,008XX N DRAKE AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1121,27,18,1152565,1905286,41.89596508,-87.71510918,"(41.895965084, -87.715109176)"
JE460968,11/29/2021 11:58:00 PM,042XX N KEDZIE AVE,610,BURGLARY,FORCIBLE ENTRY,GROCERY FOOD STORE,N,N,1724,33,5,1154293,1928022,41.95832014,-87.70815371,"(41.958320138, -87.708153714)"
JE459935,11/29/2021 12:00:00 AM,053XX S LAKE SHORE DR SB,820,THEFT,$500 AND UNDER,STREET,N,N,234,5,6,1189297,1870346,41.79928263,-87.58132579,"(41.799282633, -87.581325792)"
JE461506,11/29/2021 2:00:00 PM,056XX N DRAKE AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,1711,39,10,1151698,1937269,41.98374605,-87.71744956,"(41.983746047, -87.717449558)"
JE462552,11/29/2021 8:30:00 PM,009XX S AUSTIN BLVD,460,BATTERY,SIMPLE,NURSING / RETIREMENT HOME,N,N,1513,29,08B,1136517,1895636,41.86978639,-87.77428182,"(41.869786389, -87.774281815)"
JE460117,11/29/2021 10:25:00 AM,035XX E 106TH ST,320,ROBBERY,STRONG ARM - NO WEAPON,RESTAURANT,N,N,432,10,3,1201667,1835276,41.70274246,-87.53715317,"(41.702742463, -87.537153172)"
JE433035,10/31/2021 5:00:00 PM,076XX N ROGERS AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,2422,49,6,1165271,1950540,42.01988329,-87.66715063,"(42.019883291, -87.667150628)"
JE461708,11/29/2021 4:00:00 PM,022XX W ADDISON ST,890,THEFT,FROM BUILDING,APARTMENT,N,N,1921,47,6,1160974,1923872,41.94679594,-87.68370751,"(41.946795935, -87.683707513)"
JE460400,11/29/2021 4:00:00 AM,010XX N LECLAIRE AVE,810,THEFT,OVER $500,STREET,N,N,1531,37,6,1142170,1906459,41.89938313,-87.75325913,"(41.899383127, -87.753259126)"
JE459905,11/29/2021 7:20:00 AM,012XX W ROOSEVELT RD,860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1233,25,6,1168413,1894846,41.86698884,-87.65720501,"(41.866988841, -87.657205006)"
JE460167,11/29/2021 11:30:00 AM,062XX S MASON AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,APARTMENT,N,N,812,13,04B,1137817,1862486,41.77879416,-87.77030661,"(41.778794164, -87.770306607)"
JE460579,11/29/2021 5:15:00 PM,0000X W WASHINGTON ST,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,112,42,6,1176170,1900823,41.88321891,-87.62854814,"(41.883218909, -87.628548144)"
JE431775,10/31/2021 5:00:00 PM,037XX N MOZART ST,810,THEFT,OVER $500,STREET,N,N,1733,33,6,1156721,1924626,41.94895235,-87.69931983,"(41.948952348, -87.699319825)"
JE463618,11/29/2021 10:00:00 PM,004XX N UNION AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1214,27,14,1171446,1903458,41.89055467,-87.64581728,"(41.890554669, -87.645817282)"
JF351822,08/10/2022 2:25:00 PM,048XX N BROADWAY,870,THEFT,POCKET-PICKING,SIDEWALK,N,N,2033,46,6,,,,,
JE460406,11/29/2021 3:33:00 PM,048XX S LANGLEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,223,4,08B,1181748,1873034,41.80683662,-87.60892641,"(41.806836621, -87.60892641)"
JE460780,11/29/2021 9:20:00 PM,016XX N ALBANY AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,1421,26,08A,1155402,1910775,41.91097082,-87.70454165,"(41.91097082, -87.704541651)"
JE460284,11/29/2021 1:38:00 PM,046XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1722,45,6,1144677,1926187,41.95347181,-87.74355244,"(41.95347181, -87.743552438)"
JE459789,11/29/2021 12:00:00 AM,082XX S DOBSON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,631,8,14,1184673,1850699,41.74547923,-87.59889818,"(41.745479227, -87.59889818)"
JE460827,11/29/2021 10:48:00 PM,028XX W FLOURNOY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,Y,1135,28,14,1157493,1896905,41.87286796,-87.69723777,"(41.872867962, -87.697237765)"
JE482506,12/19/2021 8:53:00 AM,044XX W CONGRESS PKWY,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,1131,28,04B,1146787,1897319,41.87421501,-87.73653424,"(41.874215014, -87.736534244)"
JE394871,10/02/2021 2:08:00 AM,008XX N CICERO AVE,560,ASSAULT,SIMPLE,GAS STATION,N,N,1111,37,08A,1144207,1904963,41.8952399,-87.74581479,"(41.895239896, -87.745814792)"
JE460023,11/29/2021 7:48:00 AM,054XX W CONGRESS PKWY,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1522,29,04A,1140350,1897153,41.87387987,-87.76017236,"(41.873879874, -87.760172357)"
JE460802,11/29/2021 10:14:00 PM,071XX S MAPLEWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,Y,832,18,14,1160610,1857172,41.76377188,-87.68689126,"(41.76377188, -87.686891258)"
JE460401,11/29/2021 11:56:00 AM,008XX E 101ST ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,NURSING / RETIREMENT HOME,N,N,511,8,26,1183542,1838166,41.71111364,-87.60343173,"(41.711113644, -87.603431728)"
JE429318,10/31/2021 1:00:00 AM,051XX W PENSACOLA AVE,810,THEFT,OVER $500,STREET,N,N,1624,45,6,1141361,1928437,41.95970798,-87.75568675,"(41.959707984, -87.755686754)"
JE460603,11/29/2021 6:00:00 PM,058XX S ARCHER AVE,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,DRUG STORE,N,N,814,14,3,1140104,1868701,41.79580781,-87.76177065,"(41.795807807, -87.76177065)"
JE460868,11/29/2021 5:12:00 PM,016XX W WARREN BLVD,810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1224,27,6,1165507,1900427,41.88236588,-87.66771439,"(41.88236588, -87.667714386)"
JE460730,11/29/2021 12:01:00 AM,022XX S SACRAMENTO AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,1033,12,08B,1156710,1888934,41.85101058,-87.70032831,"(41.851010575, -87.700328308)"
JE460010,11/29/2021 12:00:00 AM,032XX W 85TH ST,810,THEFT,OVER $500,STREET,N,N,834,18,6,1156187,1848054,41.73884069,-87.70334737,"(41.738840689, -87.703347372)"
JE431384,10/31/2021 12:30:00 AM,023XX W WASHINGTON BLVD,820,THEFT,$500 AND UNDER,STREET,N,N,1223,27,6,1160713,1900624,41.88300715,-87.68531253,"(41.883007148, -87.685312534)"
JE461121,11/29/2021 10:30:00 PM,110XX S EDBROOKE AVE,810,THEFT,OVER $500,STREET,N,N,513,9,6,1179207,1831808,41.69376616,-87.61950035,"(41.69376616, -87.619500347)"
JE459876,11/29/2021 5:17:00 AM,083XX S HALSTED ST,610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,N,N,613,21,5,1172426,1849529,41.74254667,-87.64380752,"(41.742546673, -87.643807518)"
JE460504,11/29/2021 3:30:00 PM,068XX S JEFFERY BLVD,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,332,5,5,1190722,1860067,41.771042,-87.57643189,"(41.771041996, -87.576431893)"
JE460503,11/29/2021 2:00:00 PM,088XX S PAULINA ST,820,THEFT,$500 AND UNDER,STREET,N,N,2221,21,6,1166555,1846039,41.73309668,-87.6654182,"(41.733096679, -87.6654182)"
JE429177,10/31/2021 1:39:00 PM,020XX W BELMONT AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1931,32,04B,1162178,1921244,41.93955943,-87.67935566,"(41.939559429, -87.679355664)"
JE460683,11/29/2021 3:30:00 PM,060XX S MULLIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,812,13,08B,1135103,1863859,41.78261026,-87.78022419,"(41.782610262, -87.780224188)"
JE460745,11/29/2021 8:40:00 PM,050XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,MEDICAL / DENTAL OFFICE,N,N,815,14,14,1150003,1870799,41.80137869,-87.72541559,"(41.801378688, -87.725415593)"
JE459873,11/29/2021 5:25:00 AM,040XX W LAWRENCE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1712,39,6,1148714,1931595,41.96823457,-87.72857162,"(41.968234567, -87.728571616)"
JE463533,11/29/2021 8:30:00 PM,024XX N CANNON DR,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1935,43,14,1174588,1916485,41.92623171,-87.63388835,"(41.926231713, -87.633888347)"
JE460318,11/29/2021 1:00:00 PM,027XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1931,32,14,1163352,1918175,41.93111326,-87.67512748,"(41.931113258, -87.675127478)"
JE461335,11/02/2021 12:00:00 AM,011XX W 104TH PL,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,2232,34,10,1170602,1835507,41.70410817,-87.65089795,"(41.704108173, -87.650897952)"
JE462414,11/29/2021 9:00:00 AM,057XX S STONY ISLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,235,5,11,1187858,1867236,41.79078299,-87.58670193,"(41.790782991, -87.586701931)"
JE461720,11/29/2021 1:17:00 PM,078XX S JEFFERY BLVD,810,THEFT,OVER $500,RESIDENCE,N,N,414,8,6,1190895,1853408,41.75276497,-87.57601265,"(41.752764973, -87.576012647)"
JE460057,11/29/2021 5:00:00 AM,008XX N LARAMIE AVE,031A,ROBBERY,ARMED - HANDGUN,ALLEY,N,N,1531,37,3,1141537,1905047,41.89552015,-87.75561908,"(41.895520154, -87.75561908)"
JE458022,11/27/2021 3:20:00 AM,006XX W JACKSON BLVD,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,Y,N,121,42,5,1172223,1898889,41.87799992,-87.64309875,"(41.87799992, -87.643098749)"
JE460811,11/29/2021 9:37:00 PM,115XX S STATE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,N,N,522,34,15,1178329,1828012,41.6833693,-87.62282952,"(41.683369303, -87.622829524)"
JE460276,11/29/2021 1:37:00 PM,096XX S PRINCETON AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,N,N,511,21,3,1175986,1840963,41.71896143,-87.63101978,"(41.718961431, -87.63101978)"
JE460698,11/29/2021 7:50:00 PM,008XX W 31ST ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,913,11,04B,1171025,1884311,41.83802308,-87.64792478,"(41.838023082, -87.647924782)"
JE459840,11/29/2021 3:05:00 AM,0000X E GARFIELD BLVD,860,THEFT,RETAIL THEFT,GAS STATION,N,N,225,3,6,1177792,1868568,41.79467209,-87.62357087,"(41.794672085, -87.623570871)"
JE460346,11/29/2021 11:00:00 AM,078XX S CREGIER AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,414,8,6,1189562,1853428,41.75285195,-87.58089683,"(41.752851949, -87.580896829)"
JE460977,11/29/2021 8:00:00 AM,058XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2011,40,14,1159268,1938682,41.98747063,-87.68956925,"(41.987470634, -87.689569245)"
JE460789,11/29/2021 9:56:00 PM,036XX W LEXINGTON ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,ALLEY,Y,N,1133,24,15,1152155,1896451,41.87172902,-87.71684814,"(41.871729015, -87.716848135)"
JE459833,11/29/2021 2:30:00 AM,003XX S DEARBORN ST,460,BATTERY,SIMPLE,CTA TRAIN,N,N,113,4,08B,1175986,1898799,41.87766908,-87.62928477,"(41.87766908, -87.629284766)"
JE460669,11/29/2021 7:00:00 PM,003XX S RICHMOND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,1124,27,08A,1156769,1898336,41.87680946,-87.69985714,"(41.876809462, -87.699857139)"
JE459849,11/29/2021 2:30:00 AM,0000X S MIDWAY ST,820,THEFT,$500 AND UNDER,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,N,N,813,13,6,1145919,1866019,41.78833989,-87.74051423,"(41.788339891, -87.740514226)"
JE397353,10/02/2021 5:00:00 PM,043XX N HAZEL ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,1915,46,11,1169474,1929172,41.9611583,-87.65230934,"(41.961158296, -87.652309344)"
JE460809,11/29/2021 10:17:00 PM,053XX W WASHINGTON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1523,28,08B,1140579,1900230,41.88231936,-87.759256,"(41.882319359, -87.759256)"
JE462103,11/29/2021 11:15:00 AM,008XX N PULASKI RD,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1112,37,08A,1149572,1905316,41.89610606,-87.72610114,"(41.896106062, -87.72610114)"
JE460556,11/29/2021 5:32:00 PM,012XX W IRVING PARK RD,460,BATTERY,SIMPLE,SIDEWALK,N,N,1915,46,08B,1167155,1926690,41.95439785,-87.66090678,"(41.954397849, -87.660906781)"
JF230786,05/04/2022 12:01:00 AM,048XX N FAIRFIELD AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,N,N,2031,40,14,,,,,
JE463583,11/29/2021 3:35:00 PM,112XX S EDBROOKE AVE,810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,531,9,6,1179202,1830425,41.68997112,-87.61956061,"(41.689971124, -87.61956061)"
JE461095,11/29/2021 9:30:00 PM,070XX N WESTERN AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2411,50,6,1159035,1946926,42.01009727,-87.69019848,"(42.010097268, -87.690198483)"
JE460664,11/29/2021 6:00:00 PM,117XX S MARSHFIELD AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2234,34,6,1167515,1826950,41.68069291,-87.66244608,"(41.680692908, -87.662446079)"
JE461041,11/29/2021 12:00:00 AM,076XX S LUELLA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,414,7,11,1192530,1854687,41.75623501,-87.56997956,"(41.756235005, -87.569979559)"
JE460821,11/29/2021 10:52:00 PM,005XX W ROOSEVELT RD,460,BATTERY,SIMPLE,RESTAURANT,N,N,124,25,08B,1173209,1894980,41.86725154,-87.63959443,"(41.867251542, -87.639594427)"
JE459929,11/29/2021 12:01:00 AM,054XX W 63RD ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,AIRPORT EXTERIOR - NON-SECURE AREA,N,N,813,23,14,1141186,1862265,41.77812651,-87.75796077,"(41.778126507, -87.757960769)"
